num_annot,text,num_alloc,key,tweet_id
3,Estratégia de Análise Técnica para o pregão de hoje. #analisetecnica #CIEL3  http://t.co/TgcPz0VU27,0,4519439231877120,445892374581886977
3,"A LIGHT S.A. fechou o dia de hoje ao preço de R$ 18,65 (-1,37%) com volume de R$ 22,14 mm.
$LIGT3",0,4520482640494592,449686405611274240
0,Estudo da #CRUZ3 disponível agora em http://t.co/TwJDyp1Ic6,0,4520510826217472,468228138355666944
3,jbss3 cancela o gatilho.,0,4520576324468736,453519254193967104
3,E os CCs q estão liquidando minhas ações PETR4? @blogplanalto: Dilma ñ permitirá q se utilizem ações p/ tentar destruir imagem da @petrobras,0,4521432499355648,455776463086559232
0,"10 ideias de investimento, segundo o BTG Pactual: No lugar dos papéis da CPFL (CPFE3) e da M... http://t.co/2wv6zI6YgT #infomoney #vale5",0,4521472898891776,454601975980519424
0,"A LIGHT S.A. fechou o dia de ontem, ao preço de R$ 18,63 (-1,06%) com volume de R$ 15,11 mm.
$LIGT3",0,4521528196595712,453514989073334272
3,Elétricas lideram altas e baixas com ajuda do governo; Vale renova mínima do ano: Ecorodovia... http://t.co/EkCKzePhxU #infomoney #vale5,-1,4521538397143040,443500604250275840
0,Ativo c/ vol Financeiro Superior à sua MM21-16h:PFRM3 POMO4 SEER3 SSBR3 TBLE3,0,4521779317964800,471730624928423937
3,"@BorisBrianCasoy Petrobras PETR4 Lula capitalizou em 2010  a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",0,4522331892350976,459743988757823488
0,"@teresinhalopes Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",0,4522348938002432,459745333699158016
3,#ecor3 segue seu caminho rsrsr,0,4522360212291584,441581046753419264
3,$GOLL4 - GOL anuncia os resultados do 1T14 http://t.co/AVu5tnuZ96,0,4523000565071872,466774485946101760
3,"#petr4 Recompra: R$ 15,17. Hoje LAVEI A ÉGUA!",0,4523359865929728,449226702712225792
3,"Rastreamento ações-Gráfico MENSAL-11h. Analise se romper: ITUB3 31,77 LAME4 16,85 MDIA3 92,20 PTBL3 5,04 PFRM3 21,53 RADL3 19,13 SMTO3 31,18",0,4523700242087936,450641609106161664
3,"FOI!!!  OBJ CUMPRIDO!!!! RT @Live_Trade: Quem lembra do Post ""#Vale5 armando uma linda venda de diário?""  pois é 27,35 obj da queda.",0,4525352328101888,441997448626835456
3,"@Bancotario Email. Dê uma olhada, por favor. #ELPL4",0,4526407816314880,451528920463339520
3,"pô #PETR4 ... faça o favor de furar os R$14,40 de uma vez ! =)",0,4526586460110848,448881198195294208
3,"18 ações passam por ""ressaca"" após carnaval e fecham em queda; Vale recua 3%: Mesmo com proj... http://t.co/GNveU1iOgh #infomoney #vale5",0,4527794553880576,441315359602143232
0,"Graça Foster falando no Senado e Ação PETR4.SA (PETROBRAS PN ): Ladeira abaixo -3,26% - UOL Economia http://t.co/G5prEUZnEH",0,4528777027649536,456136620685537281
3,Plano de demissao voluntária na Petrobras já atrai 8mil… Depois vao reclamar que nao tem especialistas… petr4 virando OGX,0,4529000365948928,463384126381633536
0,A última indicação da #MRVE3 resultou em -0.98 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,4529306919239680,461139900541456384
3,"@ferrisss #pdgr3, vc dizia ia a 1,30. passou! errou tb! kk",0,4529372417490944,445591854185451520
0,nao tivemos aula de hst,0,4529613338312704,451291809072021504
0,RT @Magikarp_2: Estado de animo: Amelie - Pereza,0,4530446964621312,459316799163875328
0,"@Live_Trade meu TS deu stop em BRFS3....meu atrasado em relação ao seu, maaaas ainda levei 7,5% abraço!",0,4530711776198656,443028290585243648
0,Usim5 dois sinais....estou tomando coragem....rsrrs,0,4530770966216704,459690883471118336
0,No diário #VALE5 ainda não conseguiu testar a #MediaROCK. Veja mais em: http://t.co/7smd8yXVUS,0,4531156305313792,451153983399534592
0,RT @SoNaquelaa: #SouRaparigaMas já joguei isto http://t.co/FkvPsdfzRG,0,4531925641330688,452185384571899904
0,A última indicação da #PDGR3 resultou em -2.41 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,4532155958951936,469855629516230657
3,"Vale diz que acesso de Valemax à China é desejável, mas não necessário: Os navios, com capac... http://t.co/DUDYluUL6A #infomoney #vale5",0,4532496335110144,464089554719215617
0,"RT @brunaavianaa98: Toda a gente acordada bem cedo em plena férias, deviam ter vergonha",0,4532931737419776,453459216519692288
3,"#VALE5 é #VENDA  ? rsss #DEAL ! #DEAL !#DEAL ! "" 

""16 de março às 12:12 ""após vencto das opções podem puxar na... http://t.co/4mOMj1Om7d",0,4533175074160640,447047277907939328
0,"Análise - 24.03.14 - IBOV, PETR4, VALE5, ITUB4, CESP6, TCSA3, GETI4, TIMP3 e QGEP3. Assista! http://t.co/B3AJxdDCfZ",0,4533398412460032,448204252092334080
3,“@picapautrader: #VALE5 traçando um fibo no gráfico diário da V5 a coisa tá feia... http://t.co/TealqJuGiz”,0,4534011384823808,443349486921068544
3,"Remem para o Money: O melhor (e o pior) do Mercado Global no  primeiro...  petr4,vale5,opções,bovespa,ogxp3 http://t.co/EpwT6TzAmc",0,4534516714569728,450782647019524096
0,@FernandoCesar77 O Fernando Brito tem um quadro explicativo sobre preço de ações PETR3 e 4 http://t.co/X3sPvKElNP,0,4535591530135552,453733478191099906
0,"RT @i_am_a_lord: a anocas e a joana rita são as miudas mais lixadas a mandar dicas, sei que não tenho hipóteses contra elas",0,4536023040131072,454002837811650560
3,LREN3 caindo bem...,0,4536590646902784,469544912057552897
3,"Vamos ver se mesmo em dia fraco, ganha alguma força ...RT @Live_Trade: #ecor3 fechando 15""  acima 12,53 já fica interessante",0,4536625543512064,441282953298337792
0,"Rastreamento ações-Gráfico diário-16h. Analise se romper: IGTA3 22,08 ITSA4 9,68 ITUB4 35,53 JBSS3 8,02 LIGT3 19,09 MGLU3 7,15 ODPV3 9,51",0,4537031417921536,456872771117522944
3,VALE5 no topo das recomendações faz tempo e EU FORA!.. ô quem poderá nos defender?,0,4537294216232960,443098557596598273
3,Ativo c/ vol Financeiro Superior à sua MM21-14h:  BBSE3 PINE4,0,4537722236567552,445610786636181504
0,"Descolamentos: por que a Bradespar está caindo mas a Vale não?: Na véspera, enquanto a miner... http://t.co/qAflCMG2Qx #infomoney #vale5",0,4538074826539008,461236032839491584
0,"RT @ubrals: Aliás, essa p* dessa Pasadena tá funcionando? 3/02/06 #PETR4 aprova compra de refinaria EUA http://t.co/lfZWv799p0 @ivomarcelin…",0,4538295748919296,447404460684640257
3,"@Pardaldecastro  há fórum na net que vc pode entrar para aprender, basta cadastrar e não tenha vergonha de perguntar: http://t.co/aWBFGy2wQu",0,4539024685400064,458225692044705793
0,"RT @ferrisss: PETR4: Hoje o STJ devera decidir sobre a abrangência da CPI da Petrobras, se será ampla como o governo quer ou restrita como …",0,4539065084936192,458610743886499840
3,#MRFG3 (mensagem: 953403)  http://t.co/QZc5iN18om,0,4539120382640128,451811086929387520
3,A última indicação da #MRVE3 resultou em -1.36 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,4539130583187456,450654604569870336
3,RT @alexandradd25: Estou de férias e acordo cedo,0,4539371504009216,453093825507233792
0,VALE5 em bela zona de suporte http://t.co/UXMEebioEw,0,4539924078395392,459539421017014273
3,"Rastreamento ações-Gráfico diário-14h. Analise se romper:BRFS3 46,67 BRML3 19,81 BVMF3 11,20 CCRO3 17,73 CPFE3 19,13 CSMG3 36,79 ECOR3 13,87",0,4539941124046848,451439556626501632
3,Lame4 de olho,0,4540592751116288,456859339878588417
3,"RT @garimpodeacoes: Estatais em alta: Petrobrás ordinárias, +6,82%; Preferenciais, +6,45%; B.do Brasil, +6,96%, Elet3 +8,46% e Eletr 6, +4,…",0,4540952051974144,449251020879986688
3,"@acoes_petr4 ME DOE 35 mil reais p eu comprar uma casa,estou desempregada e com nome sujo p eu dar uma vida digna as minhas filhas",0,4541113784336384,466742658090938368
3,"@Rivanews BRKM5 15min : com formação de pivot de alta, após divergência de alta no estocástico%k(12,3)",0,4542944514146304,444121049849139200
0,"Rastreamento ações-Gráfico diário-12h. Analise se romper: BBAS3 24,56 CYRE3 13,65 ITSA4 9,09 ITUB4 37,20 PETR3 16,79 RENT3 36,50",0,4543905915731968,469133163550482432
3,$CTIP3 - Cetip (ctip-nm)   Ago/e   28/04/2014   10h00   Distribuicao De Dividendo http://t.co/8E9tQwMP72,0,4544000002359296,453227212003901442
3,Elet3 minha linda!!! Hoje vou beber um@vinho pra comemorar!!!,0,4544178646155264,446681785486020609
3,"Acionistas votam hoje em fusão da ALL com Rumo; Santander, Petrobras e mais 6 no radar: Petr... http://t.co/PQ31oKjQ1m #infomoney #vale5",0,4546125876953088,464369509340430337
3,"@Folhaovento Petrobras PETR4 - Lula capitalizou em 2010 a R$ 26,30. Últimos 6 meses...Março na bacia das almas! http://t.co/l00d2g2AtO",0,4546369213693952,459745055658745856
3,NATU3 caindo legal na bolsa hoje hein,0,4546592551993344,459342964020748288
3,#PETR4 RT @valor_economico: Câmara derrota governo e aprova comissão para investigar Petrobras http://t.co/p37D1t2ARU,0,4546899105284096,443546384562917376
3,@bovespabrokers #BBAS3 pagando 11% ao ano...abaixo do VPA....parece ser interessante para longo prazo,0,4546964603535360,441989377636708352
0,"Santander Brasil lucra R$ 518,4 milhões no 1º trimestre, queda de 15%: O Santander Brasil (SANB11) anunciou nesta... http://t.co/4u56CkI2Do",0,4547205524357120,461103651155492864
3,"Organização Mundial de Saúde faz incentivo ao aumento dos impostos no tabaco para salvar mais vidas, efeito da notícia foi venda na #CRUZ3",0,4547926676209664,471702597414690816
3,@clubedopairico No caso de PETR4 agora é acompanhar o fechamento de gap e entrar nas opções de venda. Ao meu ver...,0,4548039150665728,461138340071604224
0,"Prumo Logística, ex-LLX, anuncia prejuízo de R$ 135,8 milhões em 2013: A Prumo Logística, ex-LLX (LLXL3),... http://t.co/9dqhcL0BQd",0,4548303962243072,449144704844574720
3,PETR4 e VALE5 em leve repique. Pouco ainda pra reverter o quadro. Vamos ver até onde vai.,0,4548363152261120,443749294697619456
3,bonito ver o bradescão e o itaú brigando com o Morgan Stanley e o Credit Suiss no leilão final da ABEV3.,0,4548748491358208,451813351711334400
3,"Gatilho position, semana que vem:   Ativo bvmf3 - Venda  - Validade 28/mar - Start 9,75 - Stop 10,65 - RP 8,85 http://t.co/VwDCcrOD2H",0,4549517827375104,447488834431754240
3,TEMPO REAL: Ambev afunda 5% com nova taxação; Vale cai e Renner sobe após balanço: Ações da ... http://t.co/trsecneXgU #infomoney #vale5,0,4549748144996352,461502968475299840
3,"@FIBONACCISEMPRE E agora to indo pra casa , logo mais a noite vou ver as Ondas de Elliot do #ibovespa e da #PETR4 .",0,4550088521154560,453279716787912704
4,$RENT3 - Localiza (rent-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/CIl9uDCcBK,0,4550523923464192,446987129781243904
3,Ativo c/ vol Financeiro Superior à sua MM21-14h: ALPA4 ARZZ3 CESP6 EZTC3 LOGN3 PFRM3 SLED4,0,4550990598504448,448147176351629312
3,"Rastreamento ações-Gráfico diário-16h. Analise se romper: BBRK3 5,14 CPLE6 32,76 CYRE3 13,71 GOLL4 12,72 IGTA3 22,13 ITSA4 9,89 PCAR4 106,63",0,4551740607168512,459413003994423296
3,"A #PETR4 cumpre o papel dela, ou seja, a empresa é um retrato perfeito do governo. Ineficiente, inflada e corrupta é quase um clone do gov.",0,4552108900614144,446746720337416193
3,Coisas extraordinarias só acontecem a pessoas extraordinarias  -Ripchip,0,4552974739177472,468163177260523520
3,@CaciqueInvest Goll4 deu tempo de sobra pra pegar rsrsr,0,4553183716179968,461200024635183104
3,@victoriabril_ forra contesta,0,4553615226175488,442743632333123584
3,Preço de aluguel de OIBR4 a 120% ao ano. Vale mais a pena alugar suas ações da Oi do que o seu apê.,0,4554182832947200,459316647241605121
3,"Notas gerais

A PETROBRAS (PETR4) assinou com o Grupo Électricité de France contrato para a venda de sua... http://t.co/h3dMUjViMQ",0,4554623603965952,455723336879075328
3,"RT @ricocomvc: #Intraday Maiores altas do #Ibov: ELET3 +10,0% LLXL3 +8,7% RSID3 +7,2% PETR3 +7,2% BBAS3 +6,9% PETR4 +6,9%",0,4554886402277376,449256807417257985
3,China anunciou um plano de incentivo à economia. O governo chinês pretende aumentar os investimentos em ferrovias e moradias. Bom p/ #VALE5.,0,4555667012583424,451691747266297856
0,"Rastreamento ações-Gráfico diário-14h. Analise se romper:BRFS3 50,81 CCRO3 18,32 CIEL3 39,58 CRUZ3 23,52 DIRR3 10,72 GETI4 17,17 RENT3 37,11",0,4555760696557568,469531329546444800
3,"Ações ex-dividendos hoje: BBAS3, BVMF3 e ETER3. As cotações históricas foram ajustadas. Saiba mais! http://t.co/C7k4DuDID2",0,4556616871444480,468732911655845888
3,"#PCAR4 GRANDE INVESTIDOR PODE TER REDUZIDO POSIÇÃO
ITAU hoje fez uma desova de quase 297 milhões de reais ao preço médio de 104,06.",0,4556657270980608,463775892947611648
3,"Conforme esperado ações de estatais sobem qdo Dilma cai nas pesquisas: BBAS3+3,07%; PETR3,+2,30%; PETR4,+2,29%, ELET3,+3,11% e ELET6,+3,18%",0,4556722769231872,461148734173483008
3,RT @dmaintenance: $PETR4 - Bolsa promete volatilidade para hoje. Entenda [Newsletter ADVFN] http://t.co/X4HavGBp9S,0,4556835243687936,446988104323567616
3,A última indicação da #MRFG3 resultou em -1.26 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,4557516264439808,469545567157485569
3,"23/05/14-17:20: Maiores Baixas: RSID3 -2,38% R$1,64; CPFE3 -1,86% R$17,96; BBDC4 -1,77% R$32,77; ITUB4 -1,76% R$35,70; BBAS3 -1,76% R$22,39.",0,4557533310091264,469935696380436481
3,$BRFS3 - Brf Sa (brfs-nm) - Material A Disposicao (pedido Publico De Procuracao) http://t.co/0vmBXdZc0u,0,4557544584380416,445556435427287040
3,"STF adiou o julgamento do caso dos bancos. Problema não resolvido, apenas postergado. Enquanto não resolver, não entro em ITUB4 nem BBAS3.",0,4558313920397312,449169844643319808
0,"CPLE6 - Entrada 
Motivação: Compra em suporte   

http://t.co/dOfZkAH4AT",0,4558544238018560,441607867331002368
3,"#cmig4 foguetão, postado ontem!!!!",0,4558884614176768,449190258312507393
0,"É impressão ou o pagamento de Juros sobre capital próprio da Petr4 , mostra certa desorganização, vão pagar mais juros por demora no pgto ?",0,4560536700190720,451718876494323712
3,"De fato, a alta de ontem no after market sinalizou uma pequena melhora em VALE5 hoje, ao menos na abertura.",0,4561592188403712,472000340133699584
3,Ativo c/ vol Financeiro Superior à sua MM21-14h: BBPO11 CPFE3 DTEX3 JSLG3 SMLE3,0,4561770832199680,456481054434787328
3,$CIEL3 - Cielo (ciel-nm) - Pgto. Dividendo E Juros (alteracao Dos Valores Por Acao) http://t.co/pNIoX1dKA3,0,4561979809202176,448437735054139393
3,$PETR3 - Petrobras (petr)- Candidatos Ind. Pelos Acionistas Nao Controladores P. Ca E Cf http://t.co/3ikzgdwt6j,0,4562411319197696,441215300357586944
3,"RT @ppaulovagner: @garimpodeacoes #CSNA3 
ILG = 0,23
ILC = 0,78
ILS = 0,40
Se achar alguma coisa boa lá, vende!",0,4562978925969408,447013640026480640
3,"@DENISSITO @FernandoCesar77 @BlogdoNoblat Ações PETR3 e 4 valorizaram 12% no mês, desde início perseguição tucana. Brigaduu @rede_globo",0,4563419696988160,449325373382463488
3,treze pila na cabeça ! #PETR4,0,4564463105605632,445981947366744065
3,Kroton ON (#KROT3) é a ação que mais se valorizou no 1º trimestre. http://t.co/1uSfwwIMW0,0,4564491291328512,451057586591506432
3,"RT @SoNaquelaa: Já estou é a criar demasiadas expectativas, tenho que parar, senão vai correr mal outra vez",0,4564556789579776,455856354897694720
0,Minério na China tem maior sequência de queda semanal desde 2012: Queda da matéria-prima par... http://t.co/e0CpIYgBGo #infomoney #vale5,0,4564797710401536,469883843806121984
3,"No momento PETR4 respeita o suporte de R$15,42.",0,4565896148287488,456140272339279872
3,"Rastreamento ações-Gráfico diário-14h. Analise se romper:BEEF3 10,52 BRAP4 21,55 CESP6 27,77 ELPL4 9,18 ENBR3 10,59  IGTA3 22,08 LIGT3 19,05",0,4565955338305536,456846119000342528
3,"Rastreamento ações-Gráfico diário-15h. Analise se romper:  ALSC3 17,79 BRFS3 44,54 BRML3 18,30 BVMF3 10,43 CCRO3 16,70 ESTC3 22,31",0,4565990234914816,446002116600299520
3,A última indicação da #ITUB4 resultou em 0.14 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,4567110013419520,455777023689256961
3,Resultado corporativo da #TRACTEBEL (TBLE3). Confira a nossa visão sobre os dados divulgados pela empresa. http://t.co/wifhNsopqt,0,4568116109508608,460788178345926657
3,"Petrobras surpreende: Novo recorde no pré-sal

A PETROBRAS (PETR4) informou ontem à noite, após o fechamento do... http://t.co/tOdUdKD8dF",-1,4568359446249472,441553962857025537
0,"#PETR4 dando compra mesmo. 
Vendi todas as D14 do DT, mas fiquei com as D16.

Esperar a abertura de… http://t.co/xZ8jfHA0EI",0,4568582784548864,447115931438026752
3,@KatiaAbreu como assim CPI prejudicará #PETR4? imagino q Sra entenda a corrente gravidade e saiba oq seja CPI. @agenciapf @MPF_PGR ctz fará,0,4569195756912640,449372506143866880
1,"mais um dia em que corretoras ""famosas"" lideram uma das pontas de #PETR4 ... alguém conhece a que tá liderando na venda ? o.O",0,4569701086658560,450989560496152576
0,"Japão, resto da Ásia e Europa não abriram. Então,a gente podemos concluir que hoje a PETR4 não sobe e nem cai.Na segunda vai a R$ 17 real !!",0,4570775902224384,467637826256138240
0,Santander lança oferta para comprar units do Santander Brasil (#SANB11). http://t.co/9O4QREZeFC,0,4571207412219904,461111469447589888
3,"Rastreamento ações-Gráfico diário-16h. Analise se romper: MULT3 46,57 RADL3 16,82  SMLE3 38,79 SULA11 14,95 TAEE11 19,13 VIVT4 44,71",0,4571809915600896,446002296842108928
3,"RT @stanleyburburin: Uma das corretoras q mais compraram a ação PETR4 da Petrobras:""Dados recebidos em: 28/03/2014 17:03: Goldman Sachs""- h…",0,4571826961252352,449658348586414080
3,A última indicação da #GFSA3 resultou em 13.84 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,4572215790010368,456059375103537153
0,#BOVESPA #BTOW3 #LAME4 #SHOPTIME B2W investe em marcas próprias: Com perda de R$ 159 milhões em 2013... http://t.co/bd8Pawi8pT,0,4572478588321792,444473911783473152
3,que linda era esa mina chabonnn,0,4572906608656384,443516696876576770
3,Ativo c/ vol Financeiro Superior à sua MM21-16h: ALPA4 ALUP11 BBAS3 BBDC3 BEEF3 BRFS3 BRPR3 CCRO3 CMIG3 CPFE3 EMBR3 EQTL3 ESTC3 GGBR4 GUAR3,0,4573259198627840,468833224442273792
3,Ativo c/ vol Financeiro Superior à sua MM21-16h: LREN3 MGLU3 MILS3 MRVE3 PINE4 SLCE3 SUZB5 USIM3 USIM5,0,4573424823304192,444557092226342912
3,"Veja as melhores ações para comprar nesta semana, de acordo com 8 corretoras: Os papéis da Gerdau (GGBR4) e da... http://t.co/SK7rRvdHEZ",0,4573480121008128,448543126202757120
3,"Ano passado eu falei que até o final de 2104 #PETR4 estaria abaixo de R$10,00 mas acho que errei, não vai demorar tanto.",0,4573796740628480,443178803557580800
3,"Depois de módico repique, Vale5 vai caindo na Bovespa, neste momento.",0,4574209057488896,445604215084564480
3,"Análise semanal - IBOV, PETR4, VALE5, GGBR4, CSNA3, MDIA3, MPLU3, TIMP3 e ESTC3. Assista! http://t.co/1aIKqskUg9",0,4574249457025024,447493169601855488
3,"Encerramos Hering (HGTX3) com 4,99% de prejuízo. O Ibov continua correção porém a carteira do MB-EOD-1 está... http://t.co/tZEYyHGVe2",0,4574304754728960,453994043845140481
3,LLXL3 comprar a R$ 0.88 indicado em 19/03/2014 15:43 e finalizou a venda com resultado de R$ 0.12 ou 13.64 % http://t.co/kgt1YiTbF7,0,4574314955276288,446358680796413953
3,"A LIGHT S.A. fechou o dia de hoje, ao preço de R$ 18,27 (-1,93%) com volume de R$ 22,94 mm.
$LIGT3",0,4574555876098048,453660270121193472
0,$PETR4 - Petrobras: Investigação encerrada [Newsletter ADVFN] http://t.co/m2lbyteG2Z,0,4575108450484224,450971474485346304
3,"@ppaulovagner  11h22 = Ações USIMINAS... Usim3 +1,76% e Usim5 +3,61%...",0,4575125496135680,444478900065017856
0,"Rastreamento ações-Gráfico diário-11h. Analise se romper: CCRO3 17,53 NATU3 38,52",0,4575777123205120,451739042674393088
3,Conheça as empresas que mais pagam dividendos no Ibovespa: O Santander (SANB11) é a empresa com o maior dividend... http://t.co/ixCZN72EkR,0,4576298156425216,458591709140512769
3,"RT @garimpodeacoes: 10h42 = IBOVESPA perde 0,92%...
Vilã do dia: VALE3, -2,75% e VALE5, -1,71%, de olho na China...",0,4579090287820800,456065660704260096
3,#IBOV #VALE5 Minério de ferro na China recua à mínima de 20 meses: http://t.co/SfiSqGtvoz,0,4579149477838848,472016992686583810
3,@Andresmoraes isso sem contar os 30% da #PETR4 ... o.O,0,4579184374448128,451440468887625728
4,"TEMPO REAL: Petrobras, Eletrobras e BB despencam; Vale sobe mais de 1%: Acompanhe aqui a atu... http://t.co/ZYP5EXzvBH #infomoney #vale5",-1,4579363018244096,447000185927766016
0,Olha lá a JBSS3 !! A caminho dos R$ 7 real !!,0,4581310249041920,472470673424912384
3,"Rastreamento ações-Gráfico diário-14h. Analise se romper:  LREN3 64,70  PETR3 16,21 PETR4 17,14 VIVT4 46,75 WEGE3 26,92",0,4581553585782784,461192942708097025
3,"Haverá uma luz no final deste túnel? #ELPL4, gráfico mensal em http://t.co/K9qcsmouvf http://t.co/JgEMVMKYsS",0,4581776924082176,460127501138681856
3,RT @chrinvestor: Teria curiosidade de saber o que a Dilma achou de a #PETR4 subir mais de 7% com a perspectiva  de que ela pode perder a el…,0,4582083477372928,449597804189847552
0,RT @ideal_sf: Ações da Petrobras (PETR4) disparam +4% com queda de popularidade do governo Dilma.,0,4582148975624192,449182097501351936
3,PETR4 com vol. financeiro cerca de 9 vezes a VALE5. Explode ?,0,4582389896445952,459320788777443329
3,@ferrisss @valor_economico @exame_mercados Análise fundamentos do Grupo Pão de Açúcar #GPA #CBD #PCAR3 #PCAR4 12/2013 http://t.co/GYFJfNZm5O,0,4583111048298496,453838159911329792
3,#petr4 por que será que a notícia ruim sempre vem em um objetivo?  kkkk,0,4583223522754560,448447631103381504
3,$PETR4 - Petrobras: Produção é prioridade no momento [Newsletter ADVFN] http://t.co/GSFIVOj2pd,0,4583488334331904,445900371408728064
3,#DEAL ! #VALE5 NEXT VINTE E SETE E DEZ ... http://t.co/B3mGCukpm0,0,4583547524349952,442007598456668160
3,#Noticia Usiminas sai de prejuízo e lucra R$ 222 milhões no 1º trimestre:   A Usiminas (USIM5) teve lucro líq... http://t.co/WLq0rLGR40,0,4583932863447040,459313608053100545
