tweet_id,text,TRU,DIS,JOY,SAD,ANT,SUR,ANG,FEA,NEUTRAL,conf_tru_dis,conf_joy_sad,conf_ant_sur,conf_ang_fea,num_annot
446787453655871488l,"Petrobrás Pn (PETR4), Gráfico Diário. Ativo reage ... http://t.co/zDGdcritMa",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446039968562298880l,"Maiores Altas: LLXL3 +7,79% | OIBR4 +6,14% | JBSS3 +6,11% | RSID3 +5,67% | ELET3 +4,83%.",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
441259169996615680l,Algo me diz que vou ver a #PETR4 na casa dos 12 hoje ainda.. vamos aguardar.. :),1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
455124389630337024l,seu perfil foi visto por 6 pessoas nas últimas 2 horas http://t.co/uivLxxo16M,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443569857397669889l,#Vale5 (mensagem: 951284)  http://t.co/Mmx6s9Vd7i,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
469897073421451264l,A última indicação da #KROT3 resultou em -1.07 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
441952556370374656l,"VALE5 tá muito barata. Mas eu não aumento posição perdedora. Vamos administrandoas opções. Encerrei VALED31 c/lucro de $0,52 cada. Not bad..",1,0,1,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
448993291502354432l,#LLXL3 - 4ºT/2013 - R$-11.9mi,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
459685070555852800l,Usim5 de olho na cp,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443862013387616256l,#USIM5 (mensagem: 951417)  http://t.co/qJauDAJSRq,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
460756892646907904l,$RSID3 - Rossi Resid (rsid-nm) - Indicacao De Candidato A Membro Do Conselho De Admin. http://t.co/XAZrrT0xHk,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
456407462023671808l,$ALLL3 - All Amer Lat (alll-nm) - Fato Relevante - Previa De Resultados 1t14 http://t.co/6jqyX7S8Jw,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
458672647212384257l,#alll3 encerrando 50% restante BE,0,0,0,0,0,0,0,0,1,0.667,0.667,1.000,1.000,3
449309754368614400l,CMIG4 – Gráfico – 27-03-2014 http://t.co/9LQg2HCy97,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441270974122827776l,JBSS3 vender a R$ 7.39 indicado em 05/03/2014 14:56 e finalizou a compra com resultado de R$ -0.30 ou -3.90 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
444704970009772032l,RT @aguusmenao: Adormir,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
445992104125550593l,Qum está empurrando winj14?  Vale e petr4 que não são neste momento,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,0.667,3
460784899197505536l,"#USIM5 está se segurando bem, zona muito boa de suporte. Se furar 9,07 o movimento pode começar a ganhar força.",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
451080521926602752l,Ativo c/ vol Financeiro Superior à sua MM21-16h:  TECN3 VAGR3 VIVT4 WEGE3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
472426758437089280l,"Rastreamento ações-Gráfico SEMANAL-14h. BTOW3 29,04 EMBR3 20,40 GUAR3 104,25 IGTA3 22,96 SMLE3 41,59 TIMP3 12,49",0,0,0,0,0,0,0,0,1,0.750,0.750,0.750,0.750,4
445926348448485378l,Estratégia de Análise Técnica para o pregão de hoje! #analisetecnica #CIEL3  http://t.co/TgcPz0VU27,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
445918525329534976l,"RT @Smarttrade10: Destaques de BTC
VAGR3, BRKM5 e BBAS3
PETR4 segue bastante alugada
@ferrisss @dfittarelli @HudsonPF",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
442658465542991872l,BVMF3_Segue o trade. http://t.co/RLvRj0RQNl,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
459711941817417728l,$HGTX3 - Cia Hering (hgtx-nm) - Age - 2a Convocacao - 07/05/2014 - 15h / Aumento Do Cap. http://t.co/dyHY6t7JGO,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
460176624865275904l,"Análise semanal - IBOV, PETR4, VALE5, TIMP3, LPSB3, MULT3, GRND3, LIGT3 e ABCB4. Assista! http://t.co/SUW34F233Z",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446308950687121408l,"RT @topBovespa: Novo data center da BM&amp,FBovespa (#BVMF3) custou R$ 200 milhões e tem sala de guerra. http://t.co/BDW1VFzQy7",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449188871776247808l,$MRVE3 - Mrv (mrve-nm) - Fato Relevante - Alteracao Na Administracao Da Companhia http://t.co/PdxXl414Wg,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
469851345483472896l,$BISA3 - Brookfield (bisa-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/GCMFmBL9sy,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
445985261789667329l,"Rastreamento ações-Gráfico diário-15h. Analise se romper: ALSC3 17,79 BVMF3 10,43 CCRO3 16,70 ESTC3 22,31 ICON 2252,17 MULT3 46,57",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
444319866720620544l,"Petr4, gráfico diário. Fechamento em R$ 13.11 com queda de 1.58%. http://t.co/JTZA8H8u7s",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
446424302104379392l,TIMP3 RT @epocanegocios: Justiça proíbe que TIM mantenha terceirizados em atividades-fim http://t.co/pfufJGug05,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
471258548895490048l,$RSID3 - Rossi Resid (rsid-nm) - Demonstracoes Financeiras Em Ingles De 31/03/2014 http://t.co/vYoi7DYCNw,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449202677998960640l,"Ai vai uma análise da PETR4.
Abraço, André Mendonça, CNPI-T, MBA http://t.co/fpTCZomDGd",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456118058529345536l,@Live_Trade Marcão alguma coisa para o ITUB4,1,0,0,0,1,0,0,0,0,0.667,0.667,1.000,0.667,3
448866856779010049l,Gráfico da #PETR4 de 60 minutos. Momento delicado... ou bom para venda? http://t.co/vYuBhgm0pA,0,0,0,0,0,0,0,1,0,0.667,0.667,0.667,0.667,3
449657325595660288l,"HGTX CIA HERING dividendos ||aprov 23/4/2014||dataex 24/4/2014||pagto 28/5/2014||HGTX3 R$0,3037 http://t.co/nN7pFUCoM3",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
471742799160029185l,"#GGBR4 a forte alta dos alugueis foram zerados ontem e termo em alta, só falta bombar e tem que pivotear pra cima! http://t.co/Nk49A0cONJ",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
441984391959822336l,"Apesar de pouco volume ainda, hype3 linda no mensal..... Nos 60 pivot acionado!",1,0,1,0,0,1,0,0,0,1.000,1.000,1.000,1.000,3
449331208393359361l,@ferrisss Alugou suas LLXL3 ontem?,0,0,0,0,0,0,0,0,1,0.750,0.750,0.750,0.750,4
441557761286209537l,$PETR3 - Petrobras (petr) - Comunicado http://t.co/mHuCIyQmFi,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
442007897296613376l,RT @picapautrader: #SBSP3: O índice que mede o volume de água armazenado nos reservatórios do Sistema Cantareira registrou novo... http://t…,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
453517640506818560l,"@kimsjrp bolsa bombando novamente, vamu que vamu Petr4 e Vale5, quero ganhar uma grana com vcs...uuuuuu",1,0,1,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
450737073709125632l,$ELET3 - Eletrobras (elet-n1) - Demonstracoes Financeiras De 31/12/2013 - Reapresentacao http://t.co/pjuOmjfttt,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
470982638564806656l,"Terceiro programa de recompra de ações da #CSN #CSNA3 anunciado em um total de recompra de 53.326.161 ações. Ativo sobe mais de 5,5%.",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
450952587366641664l,#PDGR3 Suportes e resistências http://t.co/2HnLmAflrF,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
464415910338772993l,$BBAS3 - Banco Do Brasil (bbas-nm) - Relatorio De Analise Gerencial   Reapresentacao http://t.co/06H7Ncc4jQ,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
458629777935826944l,"RT @ferrisss: PETR4: Estatal tenta separar em duas partes o Campo d Lula (Bacia de santos), mas a Agência vê estratégia d empresa p pagar m…",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
453249535666442241l,"Concórdia recomenda 15 papéis para comprar nessa semana, confira: As três carteiras da corre... http://t.co/0k8EGYu3PD #infomoney #vale5",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
464490017940054016l,A última indicação da #PETR4 resultou em 9.05 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
445910769411293184l,"Foi lá agora é aguardar!!!! RT @Live_Trade: #vale5 26,28 o de 15 que fechar acima, cp rompimrnto",1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
444974992342933504l,então é tipo elet3 vs cambi 1,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
448888350523813888l,#PETR3 #PETR4 - Fitch afirma rating da Petrobras em BBB com perspectiva estável - http://t.co/O6p9US6gV4,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
459304788837289984l,$BBDC3 - Bradesco (bbdc-n1) - Relatorios De Analise Gerencial http://t.co/NpevWwoQTO,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441261378905841665l,PDGR3 vender a R$ 1.47 indicado em 05/03/2014 14:18 e finalizou a compra com resultado de R$ -0.09 ou -5.77 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446305173074616320l,BRKM5 comprar a R$ 16.45 indicado em 19/03/2014 12:20 e finalizou a venda com resultado de R$ 1.37 ou 8.33 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
446344536202444800l,PETR4 comprar a R$ 13.32 indicado em 19/03/2014 14:10 e finalizou a venda com resultado de R$ 1.06 ou 7.96 % http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
447028425262637056l,Ativo c/ vol Financeiro Superior à sua MM21-12h: ESTC3 EURFUT RDNI3 SLED4,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,0.667,3
446963449541959680l,"Dilma presidente do Conselho #PETR4 Há! @SakaBrasil2 Por experiência, colocar tartaruga chiliquenta como gerente no alto do poste é prática",0,1,0,1,1,0,1,0,0,0.667,0.667,0.667,0.667,3
449304211566886912l,"27/03 O Ibovespa fechou em alta de +3,50%, aos 49.646 pts. Destaques: ELET3 +11,05%, LLXL3 +9,78% e RSID3 +9,15%. http://t.co/j9yUOf2ipY",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
453973417646358528l,$NATU3 - NATURA (NATU3) possui a marca mais valiosa da América Latina http://t.co/nhlQ8NeQX4,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
444320737214484480l,Oibr4 - diário http://t.co/C7hqR0cSmY,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
472452386892808192l,"@malcaetano : vários papéis com IMA-Entrada intetessante: GGBR4 a 0.85, VALE5 a 0.85. Surgindo compradores no mercado?",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
447853936054390784l,RT @r_oliveira_: Iniesta conseguiu um pênalti tentando um drible raio-x. 1º tempo de ótimo futebol e 2º tempo de bastante discussão de arbi…,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
443009081989541888l,"Cade aprova joint venture de Vale e Cemig GT em geração de energia: No âmbito da operação, o... http://t.co/dUvnfHHUDh #infomoney #vale5",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
441918867078537217l,"#VALE5 suportes e resistências, veja ainda notícia no comentário. http://t.co/sJrLzoBlUT",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
445961142213808128l,"#IBOV #MRFG3 Marfrig realiza assembleia geral ordinária dia 17 de abril de 2014, às 10:00h. http://t.co/5BYxsyu6Vm",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
443211595020132352l,"Petrobras confirma precificação de títulos de US$ 8,5 bilhões: SÃO PAULO, 10 Mar (Reuters) - A Petrobras PETR4... http://t.co/gSdgOFzDCy",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
459731276208287744l,RT @Live_Trade: timp3 deu vd e não vi ' que sorte' não pára de subir!,1,0,1,0,0,1,0,0,0,0.667,1.000,0.667,0.667,3
441241903300755461l,"Análises técnicas para IBOV, S&amp,P500, PETR4, VALE5, ABEV3, VIVT4, CMIG4, NATU3, ITUB4, PDGR3 e GGBR4  http://t.co/w456bv52ox",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
448431921731993600l,$DASA3 - Dasa (dasa-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/milGFtLri8,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
461135160139083776l,A última indicação da #PETR3 resultou em -4.92 %. Confira a nova indicação agora em http://t.co/kgt1YiTbF7,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449302361261875202l,"Banco do Brasil ON (BBAS3), Gráfico Diário. Ação s... http://t.co/uUcr12d64b",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
461619392502333440l,"Comunicado: O papel BISA3 esta em processo de OPA(fechamento de capital e saída da bolsa), ele será substituído por um novo papel",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
466620643405221889l,"#CSAN3 - Cosan tem lucro líquido de R$256,1 mi no 1º trimestre - http://t.co/VkURA9VncC",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
448798586508046336l,#GGBR4 suportes e resistências http://t.co/plOEedcYsN,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
455834836087750656l,"Vale distribuirá aos seus acionistas R$ 0,899 por ação a partir de 30 de abril: Valor refere... http://t.co/nY3YvqeyV1 #infomoney #vale5",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
443350283712987136l,#BBDC4 Suportes e resistências http://t.co/X3duJWXJaj,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
453145072138465280l,$RENT3 - Localiza (rent-nm) / Cyrela Realt (cyre-nm)- Dfs Em Ingles De 31/12/2013 http://t.co/08hUtSe7BK,0,0,0,0,0,0,0,0,1,0.667,0.667,1.000,0.667,3
461613393976111106l,Vale e Ambev perdem R$ 15 bi em valor e small cap sobe 26% 'sem motivo': Anhanguera dispara ... http://t.co/zlztvmAOJU #infomoney #vale5,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,4
449300443378634752l,#PETR4 15 min - acho que nao! (mensagem: 952919)  http://t.co/32XqwNSA6Y,0,0,0,0,0,0,0,0,1,1.000,1.000,0.667,1.000,3
454637616609378304l,"Rastreamento ações-Gráfico diário-12h. Analise se romper:ABEV3 17,19 BVMF3 11,55 CMIG4 15,96 CPFE3 18,99 CPLE6 30,83 CYRE3 13,75 HYPE3 16,72",1,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
448827600157552640l,"ECOR3 - ECORODOVIAS ON jscp ||aprov 25/3/2014||dataex 26/3/2014||pagto n/d||ECOR3 R$0,037497502 http://t.co/XRxkJbNvZ4",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
449189232142454784l,"Rastreamento ações-Gráfico diário-11h. Analise se romper:  BOVA11 48,15 BRML3 18,30 CPFE3 18,01 ICON 2301,35 INDFUT 49638,79 IVBX 6899,17",0,0,0,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
448564191511576577l,"Vale5, gráfico diário. Fechamento em R$ 27.61 com alta de 1.66%. http://t.co/j6DDUeV9bV",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
456503335634231296l,"@RaphaFigueredo tem que romper os 9,03 inicialmente. CTIP3 também me parece uma boa. Tend. alta e após correção, próximo a mm20.",1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,1.000,3
449531433103527936l,"Atualização do estudo do IBOV, índice futuro, VALE5, PETR4 E Boi gordo em 27/03/14: http://t.co/Vl9Xr9bZw1 via @YouTube",0,0,0,0,0,0,0,0,1,0.750,0.750,0.750,0.750,4
443349556143878144l,#ITUB4 Suportes e resistências http://t.co/MwL9JDL7iC,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
465863243026923520l,"#IBOV #SUZB5 Lucro da Suzano cresce quase seis vezes, para R$ 201 milhões: http://t.co/jQDiqoijRw",1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
458988430052302849l,$ENBR3 - Energias Br (enbr-nm) - Material A Disposicao http://t.co/aCe1pdwhIa,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
449511006461763584l,$RSID3 - Rossi Resid (rsid-nm) - Alteracao Da Politica De Divulgacao De Fato Relevante http://t.co/gJVTbOY0uA,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
449178082566754304l,$BBAS3 - Brasil (bbas-nm) - Demonstracoes Financeiras De 31/12/2013 (individual) http://t.co/N0DE4XbwLX,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
450589597601628160l,"Análises técnicas para #IBOV, #PETR4 e #CMIG4 http://t.co/wu2RvkGqqh",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443043570438930432l,CMIg4 - acionado - parametros http://t.co/MPfzB6Vj0o,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
455678443704037376l,$PETR4 - Petrobras: Polícia Federal apreende documentos [Newsletter ADVFN] http://t.co/Lp8lM9FubO,0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
441566478580875265l,$CIEL3 - Cielo (ciel-nm)-ago/e -31/03/2014-10h00-bonificacao/alteracao Do Estatuto Social http://t.co/ZODi2E6KmJ,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441969694560366592l,"INTRADAY PETR4: Suportes 13,08 e 13,25 e resistências 13,66 e 13,90
INTRADAY VALE5: Suportes 27,78 e 27,94 e resistências 28,35 e 28,60",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
450939324423753728l,Estou a ver-vos @joanarauhl  @mel_cruz3  @Angela_dias24  @imcharliedrew http://t.co/zcOsA3I1jd,0,0,0,0,0,1,0,0,0,0.667,0.667,0.667,0.667,3
446670423242317824l,#VALE5 Alguém sabe dizer qual a vantagem das opções ? E o HOME BROKER ?,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
441014389496619009l,"#VALE5 - Análise #Ichimoku - pregão de sexta-feira, 28 de fevereiro. http://t.co/kEreB1xgU4",0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
455903165368766464l,RT @PBOLSA: #MEAT #BOVESPA #JBSS3 #FRIBOI IPO da JBS Foods ajudaria JBS a financiar investimentos: http://t.co/v9DrUDFco8,0,0,0,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
443082763147563008l,@deisyliliana6 #SAMI_CRUZ3,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
458967227791052801l,@clubedopairico namorando???? casado faz tempo VALE5 hj e a OGX com grife,1,0,1,0,1,0,0,0,0,0.667,0.667,0.667,0.667,3
442113434277007360l,embr3(w)_Realização frustrada no semanal http://t.co/zk9mTY9DsZ,0,1,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
450980435699712000l,$AEDU3 - Anhanguera (aedu-nm)  - Demonstracoes Financeiras Em Ingles De 31/12/2013 http://t.co/glRrYpDP1n,1,0,0,0,0,0,0,0,0,0.667,0.667,0.667,0.667,3
448784949853032448l,$ECOR3 - Ecorodovias (ecor-nm) - Distribuicao De Juros Sobre Capital Proprio http://t.co/g7c3cn2A1B,0,0,0,0,0,0,0,0,1,0.667,0.667,0.667,0.667,3
443753866043981824l,"Petrobras emite US$ 8,5 bi em títulos
A PETROBRAS (PETR4) anunciou ontem a captação de US$ 8,5 bilhões em títulos... http://t.co/38rjULbYy5",0,0,0,0,0,0,0,0,1,1.000,1.000,1.000,1.000,3
